index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
14664,4148000000000000.0,5011000000000000.0,식품,농산물,3
14665,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,3
14666,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,4
14667,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
14668,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,4
14669,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,6
14670,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
14671,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
14672,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
14673,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,4
14674,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,6
14675,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,7
14676,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,6
14677,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,6
14678,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,3
14679,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
14680,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
14681,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,8
14682,4148000000000000.0,5013000000000000.0,생활/건강,음반,3
14683,4150000000000000.0,5011000000000000.0,식품,건강식품,4
14684,4150000000000000.0,5011000000000000.0,식품,건강식품,3
14685,4155000000000000.0,5011000000000000.0,화장품/미용,스킨케어,3
14686,4157000000000000.0,5013000000000000.0,식품,냉동/간편조리식품,3
14687,4159000000000000.0,5011000000000000.0,식품,가공식품,3
14688,4159000000000000.0,5011000000000000.0,식품,과자,3
14689,4161000000000000.0,5011000000000000.0,식품,음료,4
14690,4282000000000000.0,5011000000000000.0,식품,음료,8
14691,4371000000000000.0,5011000000000000.0,식품,음료,3
14692,4371000000000000.0,5013000000000000.0,식품,기타식품,21
14693,4413300000000000.0,5013000000000000.0,식품,음료,5
14694,4471000000000000.0,5011000000000000.0,식품,건강식품,3
14695,4719000000000000.0,5013000000000000.0,생활/건강,생활용품,10
14696,5011000000000000.0,4155000000000000.0,식품,음료,10
14697,5011000000000000.0,1117000000000000.0,식품,농산물,6
14698,5011000000000000.0,1123000000000000.0,식품,농산물,6
14699,5011000000000000.0,1135000000000000.0,식품,농산물,4
14700,5011000000000000.0,1144000000000000.0,식품,농산물,4
14701,5011000000000000.0,1147000000000000.0,식품,농산물,4
14702,5011000000000000.0,1147000000000000.0,식품,농산물,3
14703,5011000000000000.0,1150000000000000.0,식품,농산물,3
14704,5011000000000000.0,1150000000000000.0,식품,농산물,3
14705,5011000000000000.0,1162000000000000.0,식품,농산물,3
14706,5011000000000000.0,1165000000000000.0,식품,농산물,3
14707,5011000000000000.0,1174000000000000.0,식품,농산물,3
14708,5011000000000000.0,1174000000000000.0,식품,농산물,6
14709,5011000000000000.0,2626000000000000.0,식품,농산물,3
14710,5011000000000000.0,2626000000000000.0,식품,농산물,5
14711,5011000000000000.0,2641000000000000.0,식품,농산물,3
14712,5011000000000000.0,2711000000000000.0,식품,농산물,3
14713,5011000000000000.0,2726000000000000.0,식품,농산물,3
14714,5011000000000000.0,2726000000000000.0,식품,농산물,3
14715,5011000000000000.0,2811000000000000.0,식품,농산물,3
14716,5011000000000000.0,2820000000000000.0,식품,농산물,3
14717,5011000000000000.0,2824500000000000.0,식품,농산물,4
14718,5011000000000000.0,2826000000000000.0,식품,농산물,4
14719,5011000000000000.0,2917000000000000.0,식품,농산물,3
14720,5011000000000000.0,2920000000000000.0,식품,농산물,3
14721,5011000000000000.0,3011000000000000.0,식품,농산물,3
14722,5011000000000000.0,3011000000000000.0,식품,농산물,3
14723,5011000000000000.0,3023000000000000.0,식품,농산물,3
14724,5011000000000000.0,3117000000000000.0,식품,농산물,3
14725,5011000000000000.0,4111700000000000.0,식품,농산물,3
14726,5011000000000000.0,4119500000000000.0,식품,농산물,3
14727,5011000000000000.0,4119500000000000.0,식품,농산물,3
14728,5011000000000000.0,4127100000000000.0,식품,농산물,3
14729,5011000000000000.0,4127300000000000.0,식품,농산물,4
14730,5011000000000000.0,4128500000000000.0,식품,농산물,5
14731,5011000000000000.0,4129000000000000.0,식품,농산물,3
14732,5011000000000000.0,4137000000000000.0,식품,농산물,4
14733,5011000000000000.0,4137000000000000.0,식품,농산물,3
14734,5011000000000000.0,4139000000000000.0,식품,농산물,3
14735,5011000000000000.0,4139000000000000.0,식품,농산물,3
14736,5011000000000000.0,4141000000000000.0,식품,농산물,3
14737,5011000000000000.0,4143000000000000.0,식품,농산물,3
14738,5011000000000000.0,4145000000000000.0,식품,농산물,3
14739,5011000000000000.0,4159000000000000.0,식품,농산물,3
14740,5011000000000000.0,4161000000000000.0,식품,농산물,3
14741,5011000000000000.0,4278000000000000.0,식품,농산물,4
14742,5011000000000000.0,4313000000000000.0,식품,농산물,4
14743,5011000000000000.0,4374000000000000.0,식품,농산물,6
14744,5011000000000000.0,4418000000000000.0,식품,농산물,6
14745,5011000000000000.0,4480000000000000.0,식품,농산물,3
14746,5011000000000000.0,4511100000000000.0,식품,농산물,5
14747,5011000000000000.0,4511300000000000.0,식품,농산물,13
14748,5011000000000000.0,4577000000000000.0,식품,농산물,3
14749,5011000000000000.0,4711100000000000.0,식품,농산물,3
14750,5011000000000000.0,4715000000000000.0,식품,농산물,4
14751,5011000000000000.0,4729000000000000.0,식품,농산물,3
14752,5011000000000000.0,4729000000000000.0,식품,농산물,4
14753,5011000000000000.0,4793000000000000.0,식품,농산물,3
14754,5011000000000000.0,4833000000000000.0,식품,농산물,3
14755,5011000000000000.0,4139000000000000.0,식품,가공식품,10
14756,5011000000000000.0,1135000000000000.0,식품,농산물,3
14757,5011000000000000.0,1144000000000000.0,식품,농산물,4
14758,5011000000000000.0,1150000000000000.0,식품,농산물,3
14759,5011000000000000.0,2644000000000000.0,식품,농산물,3
14760,5011000000000000.0,2826000000000000.0,식품,농산물,4
14761,5011000000000000.0,3171000000000000.0,식품,농산물,3
14762,5011000000000000.0,4211000000000000.0,식품,농산물,3
14763,5011000000000000.0,4223000000000000.0,식품,농산물,3
14764,5011000000000000.0,4421000000000000.0,식품,농산물,7
14765,5011000000000000.0,4613000000000000.0,식품,농산물,5
14766,5011000000000000.0,4719000000000000.0,식품,농산물,4
14767,5011000000000000.0,4812300000000000.0,식품,농산물,4
14768,5011000000000000.0,4827000000000000.0,식품,농산물,3
14769,5011000000000000.0,4885000000000000.0,식품,농산물,3
14770,5011000000000000.0,4111300000000000.0,식품,수산,3
14771,5011000000000000.0,1168000000000000.0,식품,수산,12
14772,5011000000000000.0,4145000000000000.0,식품,수산,3
14773,5011000000000000.0,4127300000000000.0,패션의류,기타패션의류,105
14774,5011000000000000.0,4131000000000000.0,패션의류,기타패션의류,14
14775,5011000000000000.0,1135000000000000.0,식품,농산물,3
14776,5011000000000000.0,4163000000000000.0,식품,농산물,3
14777,5011000000000000.0,2729000000000000.0,식품,농산물,3
14778,5011000000000000.0,4277000000000000.0,식품,농산물,3
14779,5011000000000000.0,4615000000000000.0,식품,농산물,4
14780,5011000000000000.0,4623000000000000.0,식품,농산물,7
14781,5011000000000000.0,4167000000000000.0,식품,농산물,5
14782,5011000000000000.0,4139000000000000.0,식품,음료,4
14783,5011000000000000.0,4371000000000000.0,식품,농산물,4
14784,5011000000000000.0,3114000000000000.0,화장품/미용,스킨케어,3
14785,5011000000000000.0,4213000000000000.0,식품,농산물,3
14786,5011000000000000.0,4127100000000000.0,식품,농산물,3
14787,5011000000000000.0,4272000000000000.0,식품,농산물,12
14788,5011000000000000.0,4281000000000000.0,식품,농산물,10
14789,5011000000000000.0,1111000000000000.0,식품,농산물,3
14790,5011000000000000.0,4159000000000000.0,식품,건강식품,3
14791,5011000000000000.0,4413100000000000.0,식품,농산물,4
14792,5011000000000000.0,4371000000000000.0,식품,축산,13
14793,5011000000000000.0,4617000000000000.0,식품,농산물,3
14794,5011000000000000.0,5011000000000000.0,식품,농산물,3
14795,5011000000000000.0,3171000000000000.0,식품,수산,3
14796,5011000000000000.0,4163000000000000.0,식품,수산,3
14797,5011000000000000.0,1154500000000000.0,식품,농산물,6
14798,5011000000000000.0,4511100000000000.0,식품,음료,4
14799,5011000000000000.0,4113100000000000.0,식품,농산물,3
14800,5011000000000000.0,2818500000000000.0,식품,수산,3
14801,5011000000000000.0,2920000000000000.0,식품,기타식품,3
14802,5011000000000000.0,3023000000000000.0,식품,수산,3
14803,5011000000000000.0,4213000000000000.0,식품,수산,60
14804,5011000000000000.0,4427000000000000.0,식품,수산,3
14805,5011000000000000.0,4719000000000000.0,식품,수산,5
14806,5011000000000000.0,4514000000000000.0,식품,농산물,5
14807,5011000000000000.0,4122000000000000.0,식품,농산물,5
14808,5011000000000000.0,4514000000000000.0,식품,수산,3
14809,5011000000000000.0,3020000000000000.0,식품,농산물,16
14810,5011000000000000.0,4717000000000000.0,식품,농산물,5
14811,5011000000000000.0,2647000000000000.0,패션의류,기타패션의류,5
14812,5011000000000000.0,1138000000000000.0,식품,수산,7
14813,5011000000000000.0,1168000000000000.0,식품,기타식품,3
14814,5011000000000000.0,4111300000000000.0,식품,농산물,4
14815,5011000000000000.0,4145000000000000.0,식품,음료,3
14816,5011000000000000.0,4719000000000000.0,식품,농산물,4
14817,5011000000000000.0,1121500000000000.0,식품,건강식품,5
14818,5011000000000000.0,1174000000000000.0,식품,농산물,3
14819,5011000000000000.0,2914000000000000.0,식품,농산물,3
14820,5011000000000000.0,4679000000000000.0,식품,농산물,3
14821,5011000000000000.0,2729000000000000.0,식품,농산물,3
14822,5011000000000000.0,2920000000000000.0,식품,농산물,4
14823,5011000000000000.0,3111000000000000.0,식품,농산물,3
14824,5011000000000000.0,4111700000000000.0,식품,농산물,6
14825,5011000000000000.0,4139000000000000.0,식품,농산물,4
14826,5011000000000000.0,4831000000000000.0,식품,농산물,3
14827,5011000000000000.0,4825000000000000.0,식품,농산물,4
14828,5011000000000000.0,4119500000000000.0,식품,농산물,4
14829,5011000000000000.0,4283000000000000.0,식품,농산물,3
14830,5011000000000000.0,4375000000000000.0,식품,농산물,3
14831,5011000000000000.0,2629000000000000.0,식품,농산물,3
14832,5011000000000000.0,1153000000000000.0,식품,농산물,3
14833,5011000000000000.0,4375000000000000.0,식품,수산,21
14834,5011000000000000.0,4711300000000000.0,식품,건강식품,4
14835,5011000000000000.0,4482500000000000.0,식품,농산물,4
14836,5011000000000000.0,1126000000000000.0,식품,축산,9
14837,5011000000000000.0,1147000000000000.0,생활/건강,음반,3
14838,5011000000000000.0,1153000000000000.0,생활/건강,음반,3
14839,5011000000000000.0,1156000000000000.0,생활/건강,음반,5
14840,5011000000000000.0,2729000000000000.0,생활/건강,음반,4
14841,5011000000000000.0,4113300000000000.0,생활/건강,음반,3
14842,5011000000000000.0,3120000000000000.0,식품,농산물,3
14843,5011000000000000.0,4119700000000000.0,식품,농산물,3
14844,5011000000000000.0,4136000000000000.0,식품,농산물,3
14845,5011000000000000.0,4157000000000000.0,식품,농산물,3
14846,5011000000000000.0,4163000000000000.0,식품,농산물,3
14847,5011000000000000.0,4213000000000000.0,식품,농산물,3
14848,5011000000000000.0,4613000000000000.0,식품,농산물,4
14849,5011000000000000.0,4684000000000000.0,식품,농산물,3
14850,5011000000000000.0,4817000000000000.0,식품,농산물,3
14851,5011000000000000.0,4136000000000000.0,식품,농산물,3
14852,5011000000000000.0,4182000000000000.0,식품,농산물,11
14853,5011000000000000.0,4413100000000000.0,식품,농산물,6
14854,5011000000000000.0,4812100000000000.0,식품,농산물,3
14855,5011000000000000.0,4374000000000000.0,식품,농산물,15
14856,5011000000000000.0,4213000000000000.0,식품,농산물,3
14857,5011000000000000.0,4511300000000000.0,식품,농산물,3
14858,5011000000000000.0,1120000000000000.0,식품,농산물,3
14859,5011000000000000.0,1144000000000000.0,식품,농산물,3
14860,5011000000000000.0,4613000000000000.0,식품,농산물,3
14861,5011000000000000.0,2915500000000000.0,식품,농산물,4
14862,5011000000000000.0,4131000000000000.0,식품,농산물,4
14863,5011000000000000.0,2820000000000000.0,식품,농산물,4
14864,5013000000000000.0,2638000000000000.0,식품,농산물,3
14865,5013000000000000.0,4117300000000000.0,식품,농산물,12
14866,5013000000000000.0,4729000000000000.0,식품,농산물,14
14867,5013000000000000.0,3120000000000000.0,식품,농산물,4
14868,5013000000000000.0,4111300000000000.0,식품,농산물,6
14869,5013000000000000.0,4159000000000000.0,식품,농산물,4
14870,5013000000000000.0,4824000000000000.0,식품,농산물,10
14871,5013000000000000.0,4729000000000000.0,식품,농산물,4
14872,5013000000000000.0,4113100000000000.0,식품,농산물,3
14873,5013000000000000.0,2729000000000000.0,식품,농산물,3
14874,5013000000000000.0,4723000000000000.0,식품,농산물,4
14875,5013000000000000.0,4141000000000000.0,식품,농산물,4
14876,5013000000000000.0,4139000000000000.0,식품,농산물,6
14877,5013000000000000.0,1111000000000000.0,식품,농산물,3
14878,5013000000000000.0,1123000000000000.0,식품,농산물,3
14879,5013000000000000.0,1126000000000000.0,식품,농산물,3
14880,5013000000000000.0,1144000000000000.0,식품,농산물,3
14881,5013000000000000.0,1144000000000000.0,식품,농산물,3
14882,5013000000000000.0,1154500000000000.0,식품,농산물,3
14883,5013000000000000.0,1156000000000000.0,식품,농산물,6
14884,5013000000000000.0,1162000000000000.0,식품,농산물,3
14885,5013000000000000.0,2629000000000000.0,식품,농산물,3
14886,5013000000000000.0,2641000000000000.0,식품,농산물,8
14887,5013000000000000.0,2641000000000000.0,식품,농산물,3
14888,5013000000000000.0,2811000000000000.0,식품,농산물,5
14889,5013000000000000.0,2820000000000000.0,식품,농산물,3
14890,5013000000000000.0,2824500000000000.0,식품,농산물,3
14891,5013000000000000.0,2826000000000000.0,식품,농산물,3
14892,5013000000000000.0,2826000000000000.0,식품,농산물,3
14893,5013000000000000.0,2917000000000000.0,식품,농산물,4
14894,5013000000000000.0,3020000000000000.0,식품,농산물,3
14895,5013000000000000.0,3611000000000000.0,식품,농산물,6
14896,5013000000000000.0,4141000000000000.0,식품,농산물,4
14897,5013000000000000.0,4148000000000000.0,식품,농산물,4
14898,5013000000000000.0,4159000000000000.0,식품,농산물,9
14899,5013000000000000.0,4511100000000000.0,식품,농산물,5
14900,5013000000000000.0,4511300000000000.0,식품,농산물,3
14901,5013000000000000.0,4513000000000000.0,식품,농산물,3
14902,5013000000000000.0,4514000000000000.0,식품,농산물,4
14903,5013000000000000.0,2623000000000000.0,식품,농산물,4
14904,5013000000000000.0,4182000000000000.0,식품,농산물,3
14905,5013000000000000.0,4717000000000000.0,식품,농산물,3
14906,5013000000000000.0,4425000000000000.0,식품,농산물,5
14907,5013000000000000.0,1141000000000000.0,식품,농산물,4
14908,5013000000000000.0,3171000000000000.0,식품,농산물,3
14909,5013000000000000.0,1150000000000000.0,식품,농산물,6
14910,5013000000000000.0,1138000000000000.0,식품,농산물,3
14911,5013000000000000.0,4513000000000000.0,식품,농산물,3
14912,5013000000000000.0,4111700000000000.0,식품,농산물,10
14913,5013000000000000.0,1111000000000000.0,식품,농산물,3
14914,5013000000000000.0,1132000000000000.0,식품,농산물,3
14915,5013000000000000.0,2720000000000000.0,식품,농산물,3
14916,5013000000000000.0,3014000000000000.0,식품,농산물,4
14917,5013000000000000.0,4117300000000000.0,식품,농산물,3
14918,5013000000000000.0,4139000000000000.0,식품,농산물,3
14919,5013000000000000.0,4159000000000000.0,식품,농산물,4
14920,5013000000000000.0,4161000000000000.0,식품,농산물,3
14921,5013000000000000.0,4161000000000000.0,식품,농산물,3
14922,5013000000000000.0,4427000000000000.0,식품,농산물,3
14923,5013000000000000.0,4831000000000000.0,식품,농산물,3
14924,5013000000000000.0,4119500000000000.0,식품,농산물,3
14925,5013000000000000.0,4157000000000000.0,식품,농산물,3
14926,5013000000000000.0,4513000000000000.0,식품,농산물,4
14927,5013000000000000.0,2917000000000000.0,식품,농산물,4
14928,5013000000000000.0,4113100000000000.0,식품,농산물,4
14929,5013000000000000.0,4518000000000000.0,식품,농산물,3
14930,5013000000000000.0,4812700000000000.0,식품,농산물,3
14931,5013000000000000.0,2824500000000000.0,식품,농산물,3
14932,5013000000000000.0,4221000000000000.0,식품,농산물,5
14933,5013000000000000.0,4311100000000000.0,식품,농산물,6
14934,5013000000000000.0,2824500000000000.0,식품,농산물,6
14935,5013000000000000.0,4824000000000000.0,식품,농산물,3
14936,5013000000000000.0,2811000000000000.0,식품,농산물,6
14937,5013000000000000.0,4163000000000000.0,식품,농산물,3
14938,5013000000000000.0,2671000000000000.0,식품,농산물,3
14939,5013000000000000.0,4111700000000000.0,식품,농산물,3
14940,5013000000000000.0,4148000000000000.0,식품,농산물,3
14941,5013000000000000.0,1132000000000000.0,식품,농산물,3
14942,5013000000000000.0,1171000000000000.0,식품,농산물,3
14943,5013000000000000.0,2632000000000000.0,식품,농산물,4
14944,5013000000000000.0,2638000000000000.0,식품,농산물,3
14945,5013000000000000.0,3017000000000000.0,식품,농산물,5
14946,5013000000000000.0,4145000000000000.0,식품,농산물,3
14947,5013000000000000.0,4623000000000000.0,식품,농산물,3
14948,5013000000000000.0,4182000000000000.0,식품,농산물,5
14949,5013000000000000.0,1144000000000000.0,식품,농산물,3
14950,5013000000000000.0,5011000000000000.0,식품,농산물,3
14951,5013000000000000.0,1114000000000000.0,식품,농산물,9
14952,5013000000000000.0,4159000000000000.0,식품,농산물,3
14953,5013000000000000.0,4159000000000000.0,식품,농산물,4
14954,5013000000000000.0,1171000000000000.0,식품,농산물,3
14955,5013000000000000.0,4773000000000000.0,식품,농산물,5
14956,5013000000000000.0,1141000000000000.0,식품,농산물,4
14957,5013000000000000.0,1156000000000000.0,식품,농산물,4
14958,5013000000000000.0,2729000000000000.0,식품,농산물,3
14959,5013000000000000.0,2818500000000000.0,식품,농산물,4
14960,5013000000000000.0,3120000000000000.0,식품,농산물,3
14961,5013000000000000.0,4122000000000000.0,식품,농산물,3
14962,5013000000000000.0,4518000000000000.0,식품,농산물,4
14963,5013000000000000.0,4521000000000000.0,식품,농산물,4
14964,5013000000000000.0,4684000000000000.0,식품,농산물,6
14965,5013000000000000.0,1165000000000000.0,식품,농산물,3
14966,5013000000000000.0,3011000000000000.0,식품,농산물,5
14967,5013000000000000.0,4221000000000000.0,식품,농산물,4
14968,5013000000000000.0,1171000000000000.0,식품,농산물,3
14969,5013000000000000.0,4215000000000000.0,식품,농산물,3
14970,5013000000000000.0,2914000000000000.0,식품,농산물,8
14971,5013000000000000.0,2920000000000000.0,식품,농산물,11
14972,5013000000000000.0,2917000000000000.0,식품,농산물,5
14973,5013000000000000.0,4163000000000000.0,패션의류,상의,3
14974,5013000000000000.0,2917000000000000.0,식품,농산물,5
14975,5013000000000000.0,4721000000000000.0,식품,농산물,19
14976,5013000000000000.0,4163000000000000.0,식품,농산물,3
14977,5013000000000000.0,2614000000000000.0,식품,농산물,3
14978,5013000000000000.0,4511300000000000.0,식품,농산물,7
14979,5013000000000000.0,4117300000000000.0,식품,농산물,4
14980,5013000000000000.0,4211000000000000.0,식품,기타식품,3
14981,5013000000000000.0,4146300000000000.0,식품,농산물,3
14982,5013000000000000.0,4159000000000000.0,식품,농산물,3
14983,5013000000000000.0,2626000000000000.0,식품,농산물,3
14984,5013000000000000.0,4136000000000000.0,패션의류,기타패션의류,3
14985,1117000000000000.0,5011000000000000.0,디지털/가전,기타디지털/가전,3
14986,1121500000000000.0,5011000000000000.0,패션의류,상의,3
14987,1129000000000000.0,5011000000000000.0,생활/건강,생활용품,3
14988,1129000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,3
14989,1150000000000000.0,5011000000000000.0,식품,음료,4
14990,1165000000000000.0,5011000000000000.0,패션의류,상의,3
14991,1165000000000000.0,5013000000000000.0,생활/건강,문구/사무용품,3
14992,1174000000000000.0,5011000000000000.0,식품,과자,6
14993,2711000000000000.0,5013000000000000.0,생활/건강,생활용품,5
14994,2723000000000000.0,5011000000000000.0,식품,냉동/간편조리식품,4
14995,2723000000000000.0,5013000000000000.0,생활/건강,주방용품,4
14996,2723000000000000.0,5011000000000000.0,식품,기타식품,3
14997,2729000000000000.0,5011000000000000.0,식품,음료,3
14998,2729000000000000.0,5013000000000000.0,생활/건강,생활용품,4
14999,2729000000000000.0,5013000000000000.0,식품,축산,6
15000,2811000000000000.0,5011000000000000.0,생활/건강,주방용품,4
15001,2811000000000000.0,5011000000000000.0,생활/건강,주방용품,3
15002,2826000000000000.0,5011000000000000.0,생활/건강,주방용품,10
15003,3014000000000000.0,5011000000000000.0,생활/건강,생활용품,10
15004,4113500000000000.0,5013000000000000.0,패션의류,기타패션의류,3
15005,4122000000000000.0,5011000000000000.0,생활/건강,반려동물,4
15006,4127100000000000.0,5013000000000000.0,식품,음료,3
15007,4128500000000000.0,5013000000000000.0,화장품/미용,스킨케어,3
15008,4128500000000000.0,5011000000000000.0,식품,가공식품,3
15009,4136000000000000.0,5011000000000000.0,식품,가공식품,5
15010,4137000000000000.0,5011000000000000.0,생활/건강,문구/사무용품,3
15011,4139000000000000.0,5011000000000000.0,생활/건강,반려동물,4
15012,4141000000000000.0,5011000000000000.0,생활/건강,건강용품,5
15013,4141000000000000.0,5011000000000000.0,패션의류,상의,4
15014,4141000000000000.0,5011000000000000.0,생활/건강,건강용품,10
15015,4141000000000000.0,5011000000000000.0,화장품/미용,스킨케어,3
15016,4146100000000000.0,5011000000000000.0,식품,음료,4
15017,4146100000000000.0,5011000000000000.0,생활/건강,주방용품,3
15018,4146100000000000.0,5013000000000000.0,생활/건강,반려동물,3
15019,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
15020,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
15021,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
15022,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,3
15023,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
15024,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,4
15025,4148000000000000.0,5011000000000000.0,여행/문화,문화컨텐츠,3
15026,4148000000000000.0,5011000000000000.0,생활/건강,반려동물,3
15027,4148000000000000.0,5013000000000000.0,여행/문화,문화컨텐츠,5
15028,4148000000000000.0,5013000000000000.0,생활/건강,음반,3
15029,4150000000000000.0,5011000000000000.0,식품,건강식품,32
15030,4159000000000000.0,5011000000000000.0,식품,건강식품,4
15031,4159000000000000.0,5011000000000000.0,식품,가공식품,4
15032,4159000000000000.0,5011000000000000.0,식품,냉동/간편조리식품,3
15033,4159000000000000.0,5011000000000000.0,식품,가공식품,4
15034,4159000000000000.0,5011000000000000.0,식품,냉동/간편조리식품,3
15035,4159000000000000.0,5011000000000000.0,식품,과자,3
15036,4159000000000000.0,5011000000000000.0,생활/건강,생활용품,5
15037,4159000000000000.0,5013000000000000.0,식품,농산물,4
15038,4161000000000000.0,5011000000000000.0,패션의류,기타패션의류,5
15039,4161000000000000.0,5011000000000000.0,생활/건강,생활용품,3
15040,4161000000000000.0,5011000000000000.0,식품,가공식품,3
15041,4165000000000000.0,5011000000000000.0,식품,가공식품,13
15042,4165000000000000.0,5011000000000000.0,식품,가공식품,4
15043,4418000000000000.0,5011000000000000.0,식품,수산,3
15044,4420000000000000.0,5011000000000000.0,식품,음료,4
15045,4511300000000000.0,5011000000000000.0,식품,과자,5
15046,4711100000000000.0,5011000000000000.0,생활/건강,건강용품,4
15047,4723000000000000.0,5013000000000000.0,식품,농산물,20
15048,4889000000000000.0,5011000000000000.0,식품,농산물,16
15049,5011000000000000.0,1117000000000000.0,식품,농산물,3
15050,5011000000000000.0,1129000000000000.0,식품,농산물,4
15051,5011000000000000.0,1129000000000000.0,식품,농산물,4
15052,5011000000000000.0,1135000000000000.0,식품,농산물,3
15053,5011000000000000.0,1138000000000000.0,식품,농산물,3
15054,5011000000000000.0,1156000000000000.0,식품,농산물,3
15055,5011000000000000.0,1165000000000000.0,식품,농산물,3
15056,5011000000000000.0,1168000000000000.0,식품,농산물,3
15057,5011000000000000.0,2611000000000000.0,식품,농산물,3
15058,5011000000000000.0,2623000000000000.0,식품,농산물,3
15059,5011000000000000.0,2629000000000000.0,식품,농산물,4
15060,5011000000000000.0,2632000000000000.0,식품,농산물,3
15061,5011000000000000.0,2653000000000000.0,식품,농산물,3
15062,5011000000000000.0,2729000000000000.0,식품,농산물,4
15063,5011000000000000.0,2729000000000000.0,식품,농산물,4
15064,5011000000000000.0,2826000000000000.0,식품,농산물,3
15065,5011000000000000.0,2917000000000000.0,식품,농산물,4
15066,5011000000000000.0,4117300000000000.0,식품,농산물,4
15067,5011000000000000.0,4122000000000000.0,식품,농산물,3
15068,5011000000000000.0,4127100000000000.0,식품,농산물,4
15069,5011000000000000.0,4131000000000000.0,식품,농산물,3
15070,5011000000000000.0,4136000000000000.0,식품,농산물,4
15071,5011000000000000.0,4137000000000000.0,식품,농산물,3
15072,5011000000000000.0,4141000000000000.0,식품,농산물,3
15073,5011000000000000.0,4146300000000000.0,식품,농산물,3
15074,5011000000000000.0,4155000000000000.0,식품,농산물,4
15075,5011000000000000.0,4159000000000000.0,식품,농산물,4
15076,5011000000000000.0,4165000000000000.0,식품,농산물,3
15077,5011000000000000.0,4213000000000000.0,식품,농산물,3
15078,5011000000000000.0,4371000000000000.0,식품,농산물,5
15079,5011000000000000.0,4511100000000000.0,식품,농산물,4
15080,5011000000000000.0,4680000000000000.0,식품,농산물,3
15081,5011000000000000.0,4713000000000000.0,식품,농산물,3
15082,5011000000000000.0,4812900000000000.0,식품,농산물,4
15083,5011000000000000.0,4817000000000000.0,식품,농산물,3
15084,5011000000000000.0,4874000000000000.0,식품,농산물,3
15085,5011000000000000.0,1150000000000000.0,식품,농산물,3
15086,5011000000000000.0,1162000000000000.0,식품,농산물,3
15087,5011000000000000.0,2638000000000000.0,식품,농산물,3
15088,5011000000000000.0,4127300000000000.0,식품,농산물,7
15089,5011000000000000.0,4157000000000000.0,식품,농산물,3
15090,5011000000000000.0,4311100000000000.0,식품,농산물,3
15091,5011000000000000.0,4729000000000000.0,식품,농산물,3
15092,5011000000000000.0,4782000000000000.0,식품,농산물,3
15093,5011000000000000.0,4825000000000000.0,식품,농산물,4
15094,5011000000000000.0,4886000000000000.0,식품,농산물,3
15095,5011000000000000.0,4129000000000000.0,식품,농산물,3
15096,5011000000000000.0,2635000000000000.0,식품,음료,7
15097,5011000000000000.0,2650000000000000.0,식품,음료,3
15098,5011000000000000.0,1121500000000000.0,식품,농산물,3
15099,5011000000000000.0,2817000000000000.0,식품,농산물,3
15100,5011000000000000.0,4128500000000000.0,식품,농산물,6
15101,5011000000000000.0,2647000000000000.0,식품,농산물,6
15102,5011000000000000.0,4111700000000000.0,식품,가공식품,3
15103,5011000000000000.0,4884000000000000.0,식품,농산물,15
15104,5011000000000000.0,4413300000000000.0,식품,기타식품,3
15105,5011000000000000.0,2920000000000000.0,식품,농산물,3
15106,5011000000000000.0,4148000000000000.0,식품,농산물,3
15107,5011000000000000.0,4159000000000000.0,식품,농산물,3
15108,5011000000000000.0,4182000000000000.0,식품,농산물,5
15109,5011000000000000.0,1126000000000000.0,식품,수산,3
15110,5011000000000000.0,1121500000000000.0,식품,음료,5
15111,5011000000000000.0,5011000000000000.0,식품,건강식품,47
15112,5011000000000000.0,3020000000000000.0,식품,냉동/간편조리식품,3
15113,5011000000000000.0,5011000000000000.0,식품,농산물,3
15114,5011000000000000.0,4519000000000000.0,식품,과자,3
